"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT_1","NAME_BASISWERT_2","NAME_BASISWERT_3","NAME_BASISWERT_4","NAME_BASISWERT_5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","38,9","517","1329,8","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","14,3","167,3","1165,8","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","11,2","182,8","1633,5","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslose","Männer","50,1","2142,3","4273,5","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Arbeitsmarkt","Arbeitslose","Männer","52,1","992,8","1906,3","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslose","Männer","59,2","925,8","1564,3","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslose","Deutsche","54,7","2336,3","4273,5","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Arbeitsmarkt","Arbeitslose","Deutsche","66,4","1128","1699,8","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslose","Deutsche","74","350,3","473,5","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","99","99 nicht zuzuordnen"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","74,6","1268","1699,8","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","75,1","1120,8","1492,3","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","76,8","1070,8","1394,3","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","6","06 Sendling"
"Arbeitsmarkt","Arbeitslose","Deutsche","62,1","972","1564,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslose","Deutsche","61,5","1014","1649","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslose","Deutsche","66,1","1071,5","1620,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","4","04 Schwabing West"
"Arbeitsmarkt","Arbeitslose","Deutsche","57,5","857,8","1492,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Arbeitslose","Deutsche","59,8","834,3","1394,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","6","06 Sendling"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","27,8","362,8","1304,8","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","38,7","412","1065,8","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","38,3","381","995,3","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","6","06 Sendling"
"Arbeitsmarkt","Arbeitslose","Langzeit","24,7","114,3","462,8","","","","Arbeitslose, die ein Jahr oder länger arbeitslos gemeldet sind","alle Arbeitslosen","","","","2001","Stadtbezirk","23","23 Allach - Untermenzing"
"Arbeitsmarkt","Arbeitslose","Langzeit","26,3","227,3","864,5","","","","Arbeitslose, die ein Jahr oder länger arbeitslos gemeldet sind","alle Arbeitslosen","","","","2001","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Arbeitslose","Langzeit","19","369,3","1947,3","","","","Arbeitslose, die ein Jahr oder länger arbeitslos gemeldet sind","alle Arbeitslosen","","","","2001","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Arbeitslose","Langzeit","22,2","295,8","1332,5","","","","Arbeitslose, die ein Jahr oder länger arbeitslos gemeldet sind","alle Arbeitslosen","","","","2001","Stadtbezirk","4","04 Schwabing West"
"Arbeitsmarkt","Arbeitslose","Deutsche","63","991","1572,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","21","21 Pasing - Obermenzing"
"Arbeitsmarkt","Arbeitslose","Deutsche","68,6","406","592,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","23","23 Allach - Untermenzing"
"Arbeitsmarkt","Arbeitslose","Deutsche","56,3","839","1489","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Arbeitslose","Deutsche","64,4","1564","2428,5","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","15,6","286,8","1833,8","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Arbeitslose","Deutsche","53,3","1591,3","2983","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","14,6","6366","43607","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","11,9","166,3","1397","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","71,1","1117,3","1572,3","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","21","21 Pasing - Obermenzing"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","19,4","254","1310,3","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","15","15 Trudering - Riem"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","73,2","1342,8","1833,8","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","12,8","211","1649","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslose","Männer","52,6","867,5","1649","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslose","Deutsche","64,4","1390","2157,8","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","76","1639,3","2157,8","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","76,8","1515,8","1972,8","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","15,1","325,8","2157,8","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","14,8","291,5","1972,8","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","73,3","858","1170,5","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Arbeitslose","Männer","47,8","876","1833,8","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Arbeitslose","Männer","53,5","747,5","1397","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslose","Männer","52,1","22710,5","43607","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Arbeitslose","Männer","49,7","1073,3","2157,8","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslose","Männer","50,5","995,8","1972,8","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","78","1273,8","1633,5","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslose","Männer","51,2","598,8","1170,5","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","11,6","180,8","1564,3","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslose","Deutsche","71,1","277,3","390","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Arbeitslose","Deutsche","58,3","1051","1801,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Arbeitslose","Deutsche","65,6","1016","1548,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","51","464","909","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","30,3","352,8","1164,8","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslose","Deutsche","75,9","1050,5","1384,8","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Arbeitslose","Deutsche","66,4","21740","32736,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Arbeitslose","Deutsche","65,8","883,3","1342,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslose","Deutsche","59","937,5","1589,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslose","Deutsche","65,6","761,8","1161,5","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslose","Deutsche","78,6","611","777,8","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","15","15 Trudering - Riem"
"Arbeitsmarkt","Arbeitslose","Frauen","50,6","1330,5","2630,3","","","","weibliche Arbeitslose","alle Arbeitslosen","","","","2006","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Arbeitslose","Deutsche","63,4","1162,8","1833,8","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Arbeitslose","Deutsche","61","26582,3","43607","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Arbeitslose","Deutsche","66,8","932,5","1397","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","76,6","893,5","1165,8","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","14,2","55,3","390","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","13,1","236","1801,3","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","12,9","200,3","1548,3","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Arbeitslose","Teilzeitarbeitssuchende","14","266","1906,3","","","","Arbeitssuchende für eine Teilzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslose","Männer","48","629,3","1310,3","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","15","15 Trudering - Riem"
"Arbeitsmarkt","Arbeitslose","Deutsche","53,2","619,8","1165,8","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Arbeitslose","Deutsche","64,6","1055,3","1633,5","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","77,5","1396,3","1801,3","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","71,3","278,3","390","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Arbeitslose","Vollzeitarbeitssuchende","74,8","3196,8","4273,5","","","","Arbeitssuchende für eine Vollzeitbeschäftigung","alle Arbeitslosen","","","","2007","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Arbeitsmarkt","Arbeitslose","Deutsche","58,1","1146,8","1972,8","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Arbeitslose","Deutsche","66,4","869,8","1310,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","15","15 Trudering - Riem"
"Arbeitsmarkt","Arbeitslose","Deutsche","58,8","1120,8","1906,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2007","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslose","Deutsche","69,7","899","1290,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslose","Männer","55,7","646,8","1161,5","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslose","Deutsche","76,5","1021,8","1335","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","21","21 Pasing - Obermenzing"
"Arbeitsmarkt","Arbeitslose","Männer","55,8","719,5","1290,3","","","","männliche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslose","Deutsche","71,9","1353,3","1881","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslose","Deutsche","65","745","1146,5","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Arbeitslose","Deutsche","61,2","772","1260,8","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Arbeitslose","Deutsche","66,8","274,5","411","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Arbeitslose","Deutsche","65,1","918,3","1411,3","","","","deutsche Arbeitslose","alle Arbeitslosen","","","","2000","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","31,7","138","435,5","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","41,2","510,3","1238,3","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","35,8","509","1421,8","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","44,7","825,5","1846,5","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2001","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Arbeitsmarkt","Arbeitslose","Frauen","41,3","776,8","1880","","","","weibliche Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslose","Frauen","39,9","727","1822,5","","","","weibliche Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","33","423,3","1283,3","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Arbeitslose","Frauen","42,5","807,8","1901,3","","","","weibliche Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslose","Frauen","37,8","834,5","2209,8","","","","weibliche Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslose","Frauen","42,6","1722","4045,5","","","","weibliche Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Arbeitsmarkt","Arbeitslose","Frauen","38,6","1066,8","2761,3","","","","weibliche Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Arbeitsmarkt","Arbeitslose","Frauen","35,3","144,5","409,8","","","","weibliche Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","99","99 nicht zuzuordnen"
"Arbeitsmarkt","Arbeitslose","Ausländer/innen","31,8","580","1822,5","","","","ausländische Arbeitslose","alle Arbeitslosen","","","","2003","Stadtbezirk","18","18 Untergiesing - Harlaching"
