"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT_1","NAME_BASISWERT_2","NAME_BASISWERT_3","NAME_BASISWERT_4","NAME_BASISWERT_5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Arbeitsmarkt","Arbeitslosendichte","männlich","3,5","836,5","23681","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,7","638,5","17290,3","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,5","649,5","18526,5","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","4,5","1051","23480,8","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","3,4","1390","41333","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","3,8","972","25816,8","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","3,3","932,5","28055,3","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","7,5","848,5","11284,8","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","48700","121,8","0,3","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","99","99 nicht zuzuordnen"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","8,4","823,5","9784","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Arbeitslosendichte","männlich","5,2","737","14063,3","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Arbeitslosendichte","männlich","35266,7","264,5","0,8","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","99","99 nicht zuzuordnen"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","5","619,8","12457,3","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","4","747,8","18838","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","3,8","26582,3","691036,5","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","5,5","1591,3","28726","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","6,6","579,3","8834,3","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","21","21 Pasing - Obermenzing"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","5,4","590,5","10911","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","7,3","572,5","7869,5","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","5,7","862,3","15147,5","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","7","631","8965,8","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","4","2157,8","54063","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","7,1","542,5","7636,3","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","7,7","421","5453,8","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","6,1","669","11011,8","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Arbeitslosendichte","männlich","5,9","995,8","16840,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","3,7","1548,3","41383","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","3,2","592,3","18342,8","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","23","23 Allach - Untermenzing"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","5,3","1906,3","35779,8","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","2,6","277,3","10657,8","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","2,9","869,8","30014","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","15","15 Trudering - Riem"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","4,1","834,3","20133,8","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","6","06 Sendling"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","3,1","1071,5","34320,5","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","4","04 Schwabing West"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,8","925,8","19437,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4","1073,3","26576,3","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslosendichte","männlich","3,9","747,5","19190,3","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,2","1267,3","30140","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Arbeitslosendichte","männlich","5","867,5","17198,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslosendichte","männlich","5,9","968","16356,8","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,1","834,5","20553,3","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,7","863,3","23140,8","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","3,7","1397","37716,8","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","5,2","530","10189,5","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","5","913,5","18124,8","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","6","1037,5","17246","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","4,8","752","15717,8","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","27866,7","209","0,8","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","99","99 nicht zuzuordnen"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","6,7","16930,5","253350,3","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","7,1","1382,5","19544,5","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","6,1","4273,5","69740","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","3,5","1310,3","37490,8","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","15","15 Trudering - Riem"
"Arbeitsmarkt","Arbeitslosendichte","männlich","5,9","817,3","13921","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Arbeitslosendichte","männlich","5,6","979,3","17473,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","4,4","781,5","17757,3","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,9","665,5","17034,3","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,7","1161,3","31662,8","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Arbeitslosendichte","männlich","6,1","638","10539","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,9","598,8","12099","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Arbeitslosendichte","männlich","3,5","876","24966,8","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,1","492,5","15680,8","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2000","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","3","684,8","22743","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2000","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","-88888888","109,8","","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2000","Stadtbezirk","99","99 nicht zuzuordnen"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,2","514,8","16031,5","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2000","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","3,6","1699,8","46821,8","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslosendichte","männlich","3,5","322,5","9294,8","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","23","23 Allach - Untermenzing"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","5","184,8","3678,5","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2007","Stadtbezirk","23","23 Allach - Untermenzing"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,8","868,8","17988,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","2,6","921,8","35052,8","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","21","21 Pasing - Obermenzing"
"Arbeitsmarkt","Arbeitslosendichte","männlich","2,8","681,5","24751,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","4,3","800,3","18460,3","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","2,8","672,3","23671","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","5,7","538,3","9489,8","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","21","21 Pasing - Obermenzing"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","3,7","965","26244,5","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,5","761,3","17088,3","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,5","823,8","18111,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Arbeitslosendichte","männlich","3,1","988,5","31886,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,5","644,5","14368,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,7","889,5","18926","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Arbeitslosendichte","männlich","3,8","1024,3","27124,8","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslosendichte","männlich","2,8","553,8","20026,8","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","2,6","910,3","35355,8","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","12","12 Schwabing -  Freimann"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","6,9","702,8","10204,3","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","5,1","711","13986,3","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","5,8","536,8","9250,8","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","3,4","333,8","9739","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","ausländisch","4,4","464","10550","","","","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","gesamt","2,7","1084,8","39574,5","","","","alle Arbeitslosen","Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","männlich","4,8","918,3","19311,5","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Arbeitslosendichte","männlich","3,9","562,8","14487,8","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","2,7","592,5","21718","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Arbeitslosendichte","deutsch","2,4","988","40740,8","","","","deutsche Arbeitslose","deutsche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,6","579,5","16044","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","4,8","857","17877,8","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Arbeitslosendichte","männlich","3,8","755","19865","","","","männliche Arbeitslose","männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3,5","967","28007,3","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","2,7","531","19547,8","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Arbeitslosendichte","weiblich","3","518","17418,3","","","","weibliche Arbeitslose","weibliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","","","","2011","Stadtbezirk","18","18 Untergiesing - Harlaching"
